date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:53:38	2195/2195	---M--	200	added ('OK')	image/png	etag:%225bf91975-893%22	https://pixinvent.com/bootstrap-admin-template/robust/app-assets/images/logo/logo-dark-sm.png	C:/My%20Web%20Sites/Robust%20Admin/pixinvent.com/bootstrap-admin-template/robust/app-assets/images/logo/logo-dark-sm.png	(from https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/)
16:53:38	17377/17377	---M--	200	added ('OK')	image/png	etag:%225bf91975-43e1%22	https://pixinvent.com/bootstrap-admin-template/robust/app-assets/images/slider/slider-2.png	C:/My%20Web%20Sites/Robust%20Admin/pixinvent.com/bootstrap-admin-template/robust/app-assets/images/slider/slider-2.png	(from https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/)
16:53:39	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2009%20Jun%202020%2008:55:28%20GMT	https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/layout-2-columns.html	C:/My%20Web%20Sites/Robust%20Admin/pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/layout-2-columns.html	(from https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/)
16:53:39	154184/154184	---MCZ	200	added ('OK')	text/html	etag:W/%225d6e3bdb-25a48%22	https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/color-palette-primary.html	C:/My%20Web%20Sites/Robust%20Admin/pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/color-palette-primary.html	(from https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/)
16:53:39	131999/131999	---MCZ	200	added ('OK')	text/html	etag:W/%225d6e3bda-2039f%22	https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/changelog.html	C:/My%20Web%20Sites/Robust%20Admin/pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/changelog.html	(from https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/)
16:53:39	9348/9348	---M--	200	added ('OK')	image/png	etag:%225bf91975-2484%22	https://pixinvent.com/bootstrap-admin-template/robust/app-assets/images/portrait/small/avatar-s-19.png	C:/My%20Web%20Sites/Robust%20Admin/pixinvent.com/bootstrap-admin-template/robust/app-assets/images/portrait/small/avatar-s-19.png	(from https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/)
16:53:39	9618/9618	---M--	200	added ('OK')	image/png	etag:%225bf91975-2592%22	https://pixinvent.com/bootstrap-admin-template/robust/app-assets/images/portrait/small/avatar-s-2.png	C:/My%20Web%20Sites/Robust%20Admin/pixinvent.com/bootstrap-admin-template/robust/app-assets/images/portrait/small/avatar-s-2.png	(from https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/)
16:53:40	8732/8732	---M--	200	added ('OK')	image/png	etag:%225bf91975-221c%22	https://pixinvent.com/bootstrap-admin-template/robust/app-assets/images/portrait/small/avatar-s-3.png	C:/My%20Web%20Sites/Robust%20Admin/pixinvent.com/bootstrap-admin-template/robust/app-assets/images/portrait/small/avatar-s-3.png	(from https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/)
16:53:40	8699/8699	---M--	200	added ('OK')	image/png	etag:%225bf91975-21fb%22	https://pixinvent.com/bootstrap-admin-template/robust/app-assets/images/portrait/small/avatar-s-6.png	C:/My%20Web%20Sites/Robust%20Admin/pixinvent.com/bootstrap-admin-template/robust/app-assets/images/portrait/small/avatar-s-6.png	(from https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/)
16:53:40	8488/8488	---M--	200	added ('OK')	image/png	etag:%225bf91975-2128%22	https://pixinvent.com/bootstrap-admin-template/robust/app-assets/images/portrait/small/avatar-s-1.png	C:/My%20Web%20Sites/Robust%20Admin/pixinvent.com/bootstrap-admin-template/robust/app-assets/images/portrait/small/avatar-s-1.png	(from https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/)
16:53:40	162938/162938	---MCZ	200	added ('OK')	text/html	etag:W/%225d6e3bdb-27c7a%22	https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/user-profile.html	C:/My%20Web%20Sites/Robust%20Admin/pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/user-profile.html	(from https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/)
16:53:40	141455/141455	---MCZ	200	added ('OK')	text/html	etag:W/%225d6e3bda-2288f%22	https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/email-application.html	C:/My%20Web%20Sites/Robust%20Admin/pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/email-application.html	(from https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/)
16:53:41	151745/151745	---MCZ	200	added ('OK')	text/html	etag:W/%225d6e3bda-250c1%22	https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/user-cards.html	C:/My%20Web%20Sites/Robust%20Admin/pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/user-cards.html	(from https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/)
16:53:41	134010/134010	---MCZ	200	added ('OK')	text/html	etag:W/%225d6e3bdb-20b7a%22	https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/chat-application.html	C:/My%20Web%20Sites/Robust%20Admin/pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/chat-application.html	(from https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/)
16:53:41	7378/7378	---MCZ	200	added ('OK')	text/html	etag:W/%225bfbdfd0-1cd2%22	https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/login-with-bg-image.html	C:/My%20Web%20Sites/Robust%20Admin/pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/login-with-bg-image.html	(from https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/)
16:53:41	142246/142246	---MCZ	200	added ('OK')	text/html	etag:W/%225d6e3bdb-22ba6%22	https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/dashboard-ecommerce.html	C:/My%20Web%20Sites/Robust%20Admin/pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/dashboard-ecommerce.html	(from https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/)
16:53:42	153400/153400	---MCZ	200	added ('OK')	text/html	etag:W/%225d6e3bdb-25738%22	https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/dashboard-project.html	C:/My%20Web%20Sites/Robust%20Admin/pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/dashboard-project.html	(from https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/)
16:53:42	151321/151321	---MCZ	200	added ('OK')	text/html	etag:W/%225d6e3bdb-24f19%22	https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/dashboard-analytics.html	C:/My%20Web%20Sites/Robust%20Admin/pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/dashboard-analytics.html	(from https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/)
16:53:42	161591/161591	---MCZ	200	added ('OK')	text/html	etag:W/%225d6e3bdb-27737%22	https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/dashboard-crm.html	C:/My%20Web%20Sites/Robust%20Admin/pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/dashboard-crm.html	(from https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/)
16:53:42	156706/156706	---MCZ	200	added ('OK')	text/html	etag:W/%225d6e3bda-26422%22	https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/dashboard-fitness.html	C:/My%20Web%20Sites/Robust%20Admin/pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/dashboard-fitness.html	(from https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/)
16:53:42	125361/125361	---MCZ	200	added ('OK')	text/html	etag:W/%225d6e3bda-1e9b1%22	https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/horizontal-layout-1-column.html	C:/My%20Web%20Sites/Robust%20Admin/pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/horizontal-layout-1-column.html	(from https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/)
16:53:43	134481/134481	---MCZ	200	added ('OK')	text/html	etag:W/%225d6e3bda-20d51%22	https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/layout-content-detached-left-sidebar.html	C:/My%20Web%20Sites/Robust%20Admin/pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/layout-content-detached-left-sidebar.html	(from https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/)
16:53:43	135202/135202	---MCZ	200	added ('OK')	text/html	etag:W/%225d6e3bda-21022%22	https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/layout-content-detached-left-sticky-sidebar.html	C:/My%20Web%20Sites/Robust%20Admin/pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/layout-content-detached-left-sticky-sidebar.html	(from https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/)
16:53:43	134841/134841	---MCZ	200	added ('OK')	text/html	etag:W/%225d6e3bdb-20eb9%22	https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/layout-content-detached-right-sidebar.html	C:/My%20Web%20Sites/Robust%20Admin/pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/layout-content-detached-right-sidebar.html	(from https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/)
16:53:43	135221/135221	---MCZ	200	added ('OK')	text/html	etag:W/%225d6e3bdb-21035%22	https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/layout-content-detached-right-sticky-sidebar.html	C:/My%20Web%20Sites/Robust%20Admin/pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/layout-content-detached-right-sticky-sidebar.html	(from https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/)
16:53:44	126241/126241	---MCZ	200	added ('OK')	text/html	etag:W/%225d6e3bda-1ed21%22	https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/layout-fixed-navigation.html	C:/My%20Web%20Sites/Robust%20Admin/pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/layout-fixed-navigation.html	(from https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/)
16:53:44	127235/127235	---MCZ	200	added ('OK')	text/html	etag:W/%225d6e3bda-1f103%22	https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/layout-fixed.html	C:/My%20Web%20Sites/Robust%20Admin/pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/layout-fixed.html	(from https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/)
16:53:44	126916/126916	---MCZ	200	added ('OK')	text/html	etag:W/%225d6e3bda-1efc4%22	https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/layout-boxed.html	C:/My%20Web%20Sites/Robust%20Admin/pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/layout-boxed.html	(from https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/)
16:53:44	125746/125746	---MCZ	200	added ('OK')	text/html	etag:W/%225d6e3bda-1eb32%22	https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/layout-static.html	C:/My%20Web%20Sites/Robust%20Admin/pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/layout-static.html	(from https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/)
16:53:44	127259/127259	---MCZ	200	added ('OK')	text/html	etag:W/%225d6e3bdb-1f11b%22	https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/layout-light.html	C:/My%20Web%20Sites/Robust%20Admin/pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/layout-light.html	(from https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/)
16:53:45	127229/127229	---MCZ	200	added ('OK')	text/html	etag:W/%225d6e3bda-1f0fd%22	https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/layout-dark.html	C:/My%20Web%20Sites/Robust%20Admin/pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/layout-dark.html	(from https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/)
16:53:45	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2009%20Jun%202020%2008:55:35%20GMT	https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/layout-semi-dark.html	C:/My%20Web%20Sites/Robust%20Admin/pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/layout-semi-dark.html	(from https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/)
16:53:45	151207/151207	---MCZ	200	added ('OK')	text/html	etag:W/%225d6e3bdb-24ea7%22	https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/navbar-light.html	C:/My%20Web%20Sites/Robust%20Admin/pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/navbar-light.html	(from https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/)
16:53:46	151034/151034	---MCZ	200	added ('OK')	text/html	etag:W/%225d6e3bda-24dfa%22	https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/navbar-dark.html	C:/My%20Web%20Sites/Robust%20Admin/pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/navbar-dark.html	(from https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/)
16:53:46	151200/151200	---MCZ	200	added ('OK')	text/html	etag:W/%225d6e3bdb-24ea0%22	https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/navbar-semi-dark.html	C:/My%20Web%20Sites/Robust%20Admin/pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/navbar-semi-dark.html	(from https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/)
16:53:46	172057/172057	---MCZ	200	added ('OK')	text/html	etag:W/%225d6e3bda-2a019%22	https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/navbar-brand-center.html	C:/My%20Web%20Sites/Robust%20Admin/pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/navbar-brand-center.html	(from https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/)
16:53:46	151979/151979	---MCZ	200	added ('OK')	text/html	etag:W/%225d6e3bdb-251ab%22	https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/navbar-components.html	C:/My%20Web%20Sites/Robust%20Admin/pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/navbar-components.html	(from https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/)
16:53:46	131507/131507	---MCZ	200	added ('OK')	text/html	etag:W/%225d6e3bdb-201b3%22	https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/navbar-styling.html	C:/My%20Web%20Sites/Robust%20Admin/pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/navbar-styling.html	(from https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/)
16:53:47	127327/127327	---MCZ	200	added ('OK')	text/html	etag:W/%225d6e3bdb-1f15f%22	https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/horizontal-nav-fixed.html	C:/My%20Web%20Sites/Robust%20Admin/pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/horizontal-nav-fixed.html	(from https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/)
16:53:47	127624/127624	---MCZ	200	added ('OK')	text/html	etag:W/%225d6e3bdb-1f288%22	https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/horizontal-nav-flipped.html	C:/My%20Web%20Sites/Robust%20Admin/pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/horizontal-nav-flipped.html	(from https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/)
16:53:47	125265/125265	---MCZ	200	added ('OK')	text/html	etag:W/%225d6e3bdb-1e951%22	https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/horizontal-nav-submenu-click.html	C:/My%20Web%20Sites/Robust%20Admin/pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/horizontal-nav-submenu-click.html	(from https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/)
16:53:47	125264/125264	---MCZ	200	added ('OK')	text/html	etag:W/%225d6e3bda-1e950%22	https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/horizontal-nav-submenu-hover.html	C:/My%20Web%20Sites/Robust%20Admin/pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/horizontal-nav-submenu-hover.html	(from https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/)
16:53:47	280794/280794	---MCZ	200	added ('OK')	text/html	etag:W/%225d6e3bf7-448da%22	https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/horizontal-nav-light.html	C:/My%20Web%20Sites/Robust%20Admin/pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/horizontal-nav-light.html	(from https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/)
16:53:48	280771/280771	---MCZ	200	added ('OK')	text/html	etag:W/%225d6e3bf7-448c3%22	https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/horizontal-nav-dark.html	C:/My%20Web%20Sites/Robust%20Admin/pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/horizontal-nav-dark.html	(from https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/)
16:53:48	166757/166757	---MCZ	200	added ('OK')	text/html	etag:W/%225d6e3bdb-28b65%22	https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/horizontal-nav-right-side-icons.html	C:/My%20Web%20Sites/Robust%20Admin/pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/horizontal-nav-right-side-icons.html	(from https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/)
16:53:48	164392/164392	---MCZ	200	added ('OK')	text/html	etag:W/%225d6e3bdb-28228%22	https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/horizontal-nav-no-dropdown.html	C:/My%20Web%20Sites/Robust%20Admin/pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/horizontal-nav-no-dropdown.html	(from https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/)
16:53:48	156050/156050	---MCZ	200	added ('OK')	text/html	etag:W/%225d6e3bdb-26192%22	https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/horizontal-nav-disabled.html	C:/My%20Web%20Sites/Robust%20Admin/pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/horizontal-nav-disabled.html	(from https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/)
16:53:49	164268/164268	---MCZ	200	added ('OK')	text/html	etag:W/%225d6e3bdb-281ac%22	https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/horizontal-nav-badge-pills.html	C:/My%20Web%20Sites/Robust%20Admin/pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/horizontal-nav-badge-pills.html	(from https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/)
16:53:49	131217/131217	---MCZ	200	added ('OK')	text/html	etag:W/%225d6e3bda-20091%22	https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/horizontal-nav-styling.html	C:/My%20Web%20Sites/Robust%20Admin/pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/horizontal-nav-styling.html	(from https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/)
16:53:49	123988/123988	---MCZ	200	added ('OK')	text/html	etag:W/%225d6e3bdb-1e454%22	https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/headers-breadcrumbs-basic.html	C:/My%20Web%20Sites/Robust%20Admin/pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/headers-breadcrumbs-basic.html	(from https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/)
